ukrball100;mathball100;physball100;year
163;157;144;2019
179;159;124;2019
159;119;108;2019
148;119;128;2019
149;140;141;2019
122;110;104;2019
179;153;124;2019
170;170;147;2019
157;180;173;2019
120;104;128;2019
175;175;135;2019
127;149;147;2019
138;173;152;2019
100;133;108;2019
131;125;149;2019
124;117;120;2019
174;172;132;2019
138;157;144;2019
172;183;138;2019
104;0;0;2019
111;107;108;2019
127;104;108;2019
159;140;132;2019
183;199;189;2019
167;155;132;2019
104;0;0;2019
109;110;120;2019
148;128;0;2019
164;192;179;2019
186;133;120;2019
100;117;120;2019
0;0;112;2019
131;149;147;2019
141;146;138;2019
152;159;132;2019
109;0;0;2019
196;196;195;2019
119;130;132;2019
140;114;116;2019
147;153;135;2019
191;192;188;2019
107;177;120;2019
104;119;100;2019
169;189;182;2019
129;100;0;2019
156;122;120;2019
113;114;0;2019
117;149;141;2019
107;114;0;2019
178;166;179;2019
0;0;0;2019
180;172;144;2019
148;114;112;2019
149;133;128;2019
190;191;185;2019
129;107;0;2019
193;178;141;2019
147;163;116;2019
174;172;116;2019
131;170;154;2019
111;135;108;2019
185;196;194;2019
169;157;124;2019
172;157;144;2019
192;192;171;2019
149;149;141;2019
134;114;112;2019
117;114;0;2019
106;100;0;2019
188;195;166;2019
0;104;104;2019
170;190;195;2019
134;100;100;2019
102;0;100;2019
141;146;104;2019
171;175;173;2019
169;153;158;2019
166;122;0;2019
169;180;158;2019
174;173;173;2019
166;133;149;2019
180;133;104;2019
174;187;177;2019
127;177;124;2019
179;191;179;2019
174;159;164;2019
185;190;189;2019
124;140;108;2019
104;104;108;2019
169;180;171;2019
150;130;120;2019
150;182;169;2019
167;166;138;2019
185;180;138;2019
171;170;141;2019
187;173;100;2019
159;137;108;2019
157;110;108;2019
173;186;132;2019
135;104;120;2019
173;175;135;2019
191;197;180;2019
173;163;141;2019
0;119;124;2019
141;170;147;2019
182;180;138;2019
132;166;124;2019
132;137;128;2019
149;166;164;2019
106;0;100;2019
109;0;128;2019
147;135;128;2019
0;0;0;2019
154;151;124;2019
167;163;104;2019
129;100;132;2019
0;0;0;2019
187;173;171;2019
113;110;144;2019
120;100;104;2019
174;189;124;2019
153;107;124;2019
162;137;149;2019
0;0;0;2019
188;177;149;2019
156;180;138;2019
177;161;108;2019
156;144;108;2019
119;146;124;2019
161;170;147;2019
161;190;164;2019
160;159;147;2019
169;175;149;2019
190;195;192;2019
187;182;149;2019
160;177;149;2019
126;0;0;2019
120;0;0;2019
106;100;100;2019
156;157;160;2019
178;161;162;2019
100;114;100;2019
122;0;100;2019
113;0;128;2019
156;175;135;2019
165;180;169;2019
131;100;124;2019
104;0;104;2019
150;122;112;2019
160;178;179;2019
192;182;144;2019
153;140;132;2019
153;172;0;2019
0;107;124;2019
174;165;138;2019
117;133;135;2019
106;0;132;2019
181;168;158;2019
197;199;192;2019
153;159;144;2019
109;107;0;2019
111;100;0;2019
172;199;169;2019
144;142;120;2019
166;172;154;2019
135;104;100;2019
0;0;128;2019
159;157;147;2019
190;191;173;2019
131;168;144;2019
189;192;182;2019
167;161;162;2019
140;159;160;2019
182;172;158;2019
135;0;0;2019
170;170;154;2019
174;149;116;2019
120;128;0;2019
126;110;112;2019
106;107;104;2019
191;191;185;2019
193;177;186;2019
152;170;144;2019
107;0;108;2019
120;125;124;2019
157;153;128;2019
181;192;177;2019
138;157;124;2019
162;137;104;2019
156;146;128;2019
161;168;156;2019
141;165;147;2019
186;195;188;2019
157;172;167;2019
100;0;0;2019
0;107;116;2019
111;110;0;2019
141;149;156;2019
163;159;116;2019
181;165;132;2019
179;180;162;2019
154;161;160;2019
171;177;164;2019
127;130;116;2019
134;144;138;2019
129;125;128;2019
131;0;0;2019
126;125;116;2019
135;133;112;2019
113;0;0;2019
107;104;100;2019
190;184;162;2019
180;194;179;2019
175;151;162;2019
185;161;138;2019
166;172;158;2019
163;149;147;2019
134;133;112;2019
129;0;120;2019
182;180;171;2019
160;155;147;2019
189;163;144;2019
177;189;147;2019
153;173;152;2019
187;189;154;2019
161;180;152;2019
135;128;120;2019
182;194;183;2019
171;173;141;2019
0;0;100;2019
175;170;171;2019
147;130;135;2019
111;107;112;2019
169;173;167;2019
126;125;120;2019
196;172;135;2019
164;186;162;2019
194;199;190;2019
111;100;124;2019
126;149;152;2019
166;168;164;2019
185;155;176;2019
100;104;0;2019
187;187;158;2019
195;191;180;2019
129;122;138;2019
160;170;152;2019
113;0;100;2019
138;0;0;2019
184;180;185;2019
119;110;100;2019
153;100;108;2019
167;170;147;2019
0;0;0;2019
117;117;0;2019
179;191;189;2019
167;157;147;2019
115;107;112;2019
194;178;158;2019
107;0;116;2019
150;182;177;2019
154;135;124;2019
177;192;188;2019
149;137;120;2019
177;175;173;2019
117;122;108;2019
160;170;141;2019
157;177;128;2019
140;146;0;2019
176;184;166;2019
174;168;162;2019
129;0;100;2019
107;104;0;2019
134;135;0;2019
137;0;120;2019
182;172;176;2019
0;0;0;2019
0;0;108;2019
193;182;124;2019
135;125;132;2019
140;166;152;2019
120;114;108;2019
152;149;120;2019
119;0;0;2019
124;137;124;2019
106;100;0;2019
119;117;0;2019
129;0;100;2019
160;142;100;2019
117;128;108;2019
171;178;166;2019
0;0;0;2019
0;0;135;2019
177;190;179;2019
166;114;132;2019
186;183;141;2019
150;187;144;2019
172;155;0;2019
143;159;154;2019
115;117;0;2019
117;114;128;2019
197;186;173;2019
107;117;120;2019
162;146;120;2019
193;192;173;2019
169;168;141;2019
124;144;116;2019
176;163;120;2019
159;178;147;2019
156;189;182;2019
166;165;120;2019
157;151;138;2019
0;0;0;2019
191;192;192;2019
181;173;149;2019
137;119;120;2019
186;187;177;2019
144;135;124;2019
176;172;160;2019
188;187;171;2019
149;0;116;2019
127;161;166;2019
183;153;141;2019
0;107;0;2019
107;110;104;2019
170;151;144;2019
172;155;132;2019
162;161;124;2019
177;195;179;2019
154;144;120;2019
111;0;100;2019
152;133;116;2019
155;142;116;2019
160;128;120;2019
192;195;158;2019
170;163;152;2019
188;183;166;2019
193;192;179;2019
189;189;169;2019
147;151;128;2019
0;0;0;2019
178;182;182;2019
0;114;0;2019
102;0;112;2019
0;0;0;2019
124;119;0;2019
106;119;104;2019
144;133;120;2019
138;155;116;2019
127;157;104;2019
132;130;108;2019
145;182;160;2019
137;114;0;2019
169;173;154;2019
0;0;0;2019
0;0;0;2019
124;0;0;2019
183;187;182;2019
160;137;124;2019
148;135;108;2019
134;151;138;2019
194;175;162;2019
184;189;174;2019
131;170;128;2019
141;142;138;2019
194;200;183;2019
177;128;116;2019
115;107;100;2019
129;119;112;2019
148;125;0;2019
106;125;100;2019
113;117;128;2019
155;172;144;2019
113;140;112;2019
0;104;104;2019
0;0;0;2019
126;114;112;2019
177;186;186;2019
196;197;189;2019
141;117;116;2019
122;0;0;2019
117;110;124;2019
188;182;179;2019
152;166;160;2019
120;146;132;2019
154;170;171;2019
176;100;116;2019
193;182;171;2019
172;180;149;2019
159;153;0;2019
132;135;132;2019
141;144;156;2019
0;0;128;2019
113;137;138;2019
180;172;154;2019
143;161;108;2019
197;195;180;2019
170;189;164;2019
140;110;104;2019
109;107;104;2019
138;122;124;2019
109;125;128;2019
119;172;156;2019
197;189;171;2019
149;153;132;2019
0;0;0;2019
115;149;116;2019
134;104;128;2019
119;104;112;2019
137;110;0;2019
147;137;144;2019
195;195;190;2019
115;161;112;2019
181;184;162;2019
164;119;104;2019
138;128;112;2019
0;0;0;2019
138;130;0;2019
131;110;0;2019
104;0;116;2019
185;194;160;2019
106;0;116;2019
190;190;160;2019
119;144;144;2019
148;144;144;2019
179;175;183;2019
188;165;144;2019
115;107;124;2019
134;161;147;2019
111;151;149;2019
0;0;112;2019
0;0;100;2019
124;137;144;2019
141;135;108;2019
164;146;108;2019
141;104;128;2019
150;189;166;2019
0;119;116;2019
147;133;0;2019
122;165;132;2019
153;170;138;2019
122;137;129;2020
179;186;181;2020
118;103;106;2020
172;160;155;2020
169;171;151;2020
110;114;120;2020
119;121;106;2020
0;103;106;2020
174;163;147;2020
142;158;159;2020
110;110;106;2020
196;195;185;2020
127;103;100;2020
131;124;100;2020
184;176;160;2020
145;163;164;2020
133;153;132;2020
135;121;123;2020
142;129;116;2020
166;149;132;2020
174;180;149;2020
125;134;126;2020
118;124;0;2020
152;165;147;2020
0;0;0;2020
121;124;0;2020
170;174;159;2020
0;114;100;2020
153;141;149;2020
162;121;113;2020
111;103;100;2020
191;180;164;2020
140;139;106;2020
185;157;126;2020
170;191;155;2020
131;117;116;2020
180;191;198;2020
119;100;103;2020
176;176;140;2020
137;151;129;2020
153;121;113;2020
153;126;132;2020
137;147;135;2020
140;126;113;2020
156;174;155;2020
138;100;109;2020
124;141;129;2020
192;174;173;2020
128;114;132;2020
0;103;113;2020
172;185;177;2020
183;195;185;2020
148;137;120;2020
134;137;145;2020
0;100;116;2020
168;167;173;2020
169;165;149;2020
162;182;120;2020
0;100;100;2020
0;107;116;2020
127;121;109;2020
150;179;151;2020
134;147;120;2020
0;0;103;2020
156;143;123;2020
158;117;135;2020
131;107;123;2020
182;185;176;2020
188;185;170;2020
184;185;194;2020
158;160;162;2020
130;132;135;2020
134;117;103;2020
108;107;135;2020
107;0;0;2020
137;121;120;2020
114;137;123;2020
152;151;126;2020
157;191;180;2020
190;197;188;2020
174;192;162;2020
124;0;113;2020
183;196;194;2020
184;170;135;2020
186;191;183;2020
104;124;0;2020
148;137;132;2020
140;174;151;2020
137;107;109;2020
133;155;126;2020
147;132;129;2020
128;151;123;2020
174;171;168;2020
185;182;132;2020
131;129;0;2020
163;145;140;2020
122;103;113;2020
121;153;138;2020
163;145;126;2020
134;129;120;2020
180;183;176;2020
153;160;157;2020
125;124;147;2020
156;165;135;2020
145;0;106;2020
111;110;116;2020
121;124;0;2020
124;129;147;2020
134;129;109;2020
144;139;123;2020
180;183;177;2020
182;174;183;2020
135;117;113;2020
147;179;160;2020
0;0;0;2020
124;100;0;2020
152;114;113;2020
158;158;162;2020
122;129;109;2020
0;0;0;2020
124;0;113;2020
101;0;0;2020
141;137;129;2020
101;129;116;2020
171;155;116;2020
116;103;116;2020
134;110;129;2020
137;129;116;2020
124;121;113;2020
140;107;116;2020
165;141;149;2020
192;182;168;2020
110;100;116;2020
125;0;132;2020
125;114;106;2020
0;0;100;2020
125;124;106;2020
121;132;123;2020
111;103;0;2020
158;155;157;2020
0;121;113;2020
134;117;0;2020
145;158;147;2020
159;147;132;2020
118;121;123;2020
197;189;186;2020
145;155;123;2020
153;129;103;2020
149;126;120;2020
0;0;0;2020
128;0;0;2020
145;132;109;2020
106;126;116;2020
144;141;0;2020
141;124;138;2020
159;162;132;2020
141;129;132;2020
172;163;132;2020
101;103;106;2020
124;117;106;2020
150;182;151;2020
100;107;0;2020
188;190;157;2020
125;117;135;2020
150;141;109;2020
173;139;113;2020
148;134;126;2020
114;0;103;2020
192;190;173;2020
131;134;116;2020
174;121;160;2020
159;160;149;2020
152;155;151;2020
142;147;129;2020
124;117;120;2020
144;153;132;2020
180;185;183;2020
152;121;106;2020
100;0;100;2020
119;0;113;2020
173;185;181;2020
141;132;109;2020
100;103;126;2020
164;173;162;2020
172;174;164;2020
140;132;132;2020
154;174;147;2020
147;114;126;2020
183;170;157;2020
192;183;147;2020
149;194;176;2020
148;165;132;2020
162;145;126;2020
127;107;106;2020
0;117;0;2020
150;124;116;2020
147;141;126;2020
137;134;116;2020
145;167;123;2020
157;163;129;2020
119;114;109;2020
0;100;113;2020
170;179;157;2020
0;110;123;2020
168;155;170;2020
138;167;168;2020
186;191;185;2020
104;110;123;2020
122;100;0;2020
176;170;167;2020
145;158;109;2020
118;132;129;2020
142;186;173;2020
104;0;113;2020
192;190;179;2020
198;198;189;2020
158;157;123;2020
162;160;159;2020
130;121;116;2020
113;0;0;2020
178;192;186;2020
125;121;113;2020
182;176;143;2020
173;183;138;2020
140;158;168;2020
150;126;135;2020
113;141;149;2020
162;176;145;2020
121;0;123;2020
174;179;173;2020
178;167;151;2020
186;182;143;2020
194;179;171;2020
148;149;147;2020
106;0;0;2020
157;162;140;2020
145;132;116;2020
142;134;109;2020
164;180;138;2020
137;124;159;2020
147;141;143;2020
190;180;164;2020
169;182;162;2020
165;189;180;2020
178;174;162;2020
137;165;179;2020
0;124;0;2020
179;194;174;2020
133;121;123;2020
158;160;116;2020
133;185;143;2020
186;183;159;2020
135;132;109;2020
186;182;157;2020
170;182;167;2020
116;124;116;2020
110;107;106;2020
106;0;109;2020
100;110;106;2020
188;185;179;2020
177;151;167;2020
110;137;103;2020
182;189;165;2020
111;103;113;2020
134;160;132;2020
137;145;149;2020
182;195;183;2020
118;103;120;2020
191;177;168;2020
131;117;116;2020
191;192;193;2020
176;179;167;2020
179;151;138;2020
122;132;159;2020
162;139;129;2020
177;143;126;2020
148;151;123;2020
158;129;120;2020
144;134;129;2020
131;153;126;2020
128;107;138;2020
124;132;129;2020
179;182;176;2020
192;194;190;2020
137;155;149;2020
118;117;100;2020
138;110;129;2020
171;153;145;2020
145;141;120;2020
125;134;109;2020
164;186;185;2020
168;167;177;2020
128;117;120;2020
176;186;151;2020
121;143;120;2020
147;100;103;2020
158;173;149;2020
124;103;103;2020
168;155;135;2020
0;100;106;2020
189;190;195;2020
127;100;113;2020
142;100;106;2020
133;124;126;2020
178;177;143;2020
166;158;145;2020
133;126;106;2020
196;195;176;2020
138;114;129;2020
114;124;129;2020
128;107;126;2020
177;176;147;2020
149;114;123;2020
0;0;0;2020
140;134;147;2020
152;137;116;2020
172;145;157;2020
142;137;149;2020
121;137;132;2020
141;117;126;2020
172;190;184;2020
104;100;120;2020
121;107;103;2020
190;185;181;2020
196;197;198;2020
135;124;185;2020
0;0;0;2020
100;100;109;2020
118;100;135;2020
121;107;123;2020
182;168;168;2020
174;179;174;2020
184;189;193;2020
166;124;123;2020
141;100;109;2020
194;177;177;2020
189;192;190;2020
107;107;0;2020
119;121;135;2020
150;158;165;2020
192;198;188;2020
0;103;106;2020
0;0;106;2020
125;145;143;2020
131;103;129;2020
164;180;181;2020
107;0;103;2020
149;149;153;2020
0;110;0;2020
0;0;123;2020
160;171;171;2020
172;158;143;2020
158;179;120;2020
149;114;120;2020
142;153;145;2020
130;103;109;2020
110;0;0;2020
114;103;100;2020
152;137;149;2020
182;167;162;2020
114;0;0;2020
158;162;157;2020
0;0;106;2020
141;139;149;2020
149;162;160;2020
177;185;184;2020
185;190;184;2020
100;0;0;2020
190;167;153;2020
168;187;168;2020
147;162;153;2020
173;171;167;2020
156;137;138;2020
133;139;140;2020
190;177;179;2020
159;171;160;2020
182;182;159;2020
135;158;147;2020
133;147;147;2020
172;194;177;2020
131;114;123;2020
190;162;157;2020
0;126;123;2020
144;145;138;2020
118;121;116;2020
164;182;165;2020
0;110;106;2020
157;165;145;2020
169;174;149;2020
134;132;132;2020
100;0;103;2020
184;177;159;2020
116;117;123;2020
158;170;164;2020
106;107;123;2020
189;185;186;2020
125;139;132;2020
174;190;186;2020
119;107;113;2020
174;163;179;2020
162;171;157;2020
179;177;140;2020
185;145;123;2020
145;192;174;2020
137;110;100;2020
0;114;126;2020
152;0;120;2020
148;165;138;2020
162;180;147;2020
0;0;103;2020
140;153;149;2020
121;114;0;2020
173;149;162;2020
191;182;138;2020
108;0;0;2020
135;103;129;2020
131;117;120;2020
134;114;120;2020
182;171;159;2020
0;100;123;2020
193;198;179;2020
182;185;176;2020
110;0;113;2020
142;147;116;2020
160;190;180;2020
179;171;149;2020
128;149;151;2020
0;0;0;2020
158;145;140;2020
135;137;120;2020
149;167;149;2020
164;173;147;2020
181;194;184;2020
173;165;143;2020
157;153;165;2020
140;174;157;2020
0;100;129;2020
0;121;0;2020
131;121;135;2020
176;162;149;2020
103;0;0;2020
150;114;132;2020
141;0;109;2020
135;157;153;2020
127;100;100;2020
124;124;129;2020
140;141;153;2020
150;124;129;2020
154;173;164;2020
114;0;132;2020
137;137;126;2020
152;139;147;2020
193;189;189;2020
152;149;149;2020
171;170;168;2020
192;190;193;2020
170;158;149;2020
158;145;132;2020
133;0;113;2020
111;134;123;2020
183;163;109;2020
127;145;155;2020
179;163;159;2020
140;124;120;2020
154;158;167;2020
131;103;120;2020
128;126;113;2020
192;173;179;2020
180;167;145;2020
147;179;165;2020
128;100;109;2020
147;139;126;2020
171;167;132;2020
177;141;123;2020
135;145;140;2020
133;139;120;2020
133;0;113;2020
169;168;135;2020
150;171;171;2020
156;121;123;2020
111;129;109;2020
166;132;140;2020
178;192;185;2020
166;189;165;2020
186;165;147;2020
156;160;123;2020
170;176;177;2020
176;137;149;2020
188;157;145;2020
160;179;174;2020
166;189;180;2020
150;163;160;2020
104;114;113;2020
116;100;0;2020
186;191;164;2020
177;195;164;2020
108;103;0;2020
0;0;120;2020
0;103;106;2020
191;189;173;2020
101;0;100;2020
125;114;126;2020
113;103;106;2020
162;139;135;2020
141;100;113;2020
182;165;173;2020
173;191;162;2020
134;124;138;2020
119;103;113;2020
127;124;123;2020
104;110;106;2020
119;107;116;2020
164;163;165;2020
142;110;106;2020
176;143;123;2020
148;139;132;2020
179;179;181;2020
0;0;106;2020
163;151;145;2020
121;139;126;2020
124;0;113;2020
119;129;106;2020
135;141;0;2020
162;165;149;2020
116;126;120;2020
131;114;106;2020
114;114;100;2020
142;165;153;2020
148;132;140;2020
185;183;174;2020
197;191;195;2020
152;0;109;2020
192;183;174;2020
178;191;179;2020
122;117;0;2020
116;0;100;2020
157;180;147;2020
166;179;167;2020
148;168;143;2020
154;187;192;2020
0;103;0;2020
165;145;113;2020
141;114;116;2020
133;139;126;2020
141;132;140;2020
140;141;145;2020
158;158;106;2020
135;117;123;2020
142;160;138;2020
100;100;123;2020
106;103;116;2020
119;0;106;2020
0;0;0;2020
190;189;188;2020
142;0;103;2020
130;132;106;2020
164;155;138;2020
130;141;0;2020
131;121;120;2020
133;141;126;2020
172;151;138;2020
128;157;138;2020
137;137;135;2020
128;100;103;2020
131;145;113;2020
113;100;116;2020
181;190;162;2020
145;176;147;2020
183;153;149;2020
122;126;116;2020
179;171;155;2020
162;143;145;2020
197;196;181;2020
182;186;171;2020
138;137;106;2020
188;185;176;2020
140;149;140;2020
140;143;106;2020
118;124;0;2020
148;147;145;2020
193;198;195;2020
149;143;123;2020
181;180;185;2020
148;165;164;2020
100;0;0;2020
134;126;132;2020
124;103;116;2020
113;107;109;2020
108;0;103;2020
170;147;126;2020
142;124;126;2020
116;114;116;2020
172;180;143;2020
168;189;188;2020
148;141;120;2020
156;158;116;2020
127;139;147;2020
128;137;143;2020
164;147;132;2020
111;100;109;2020
131;114;116;2020
164;155;151;2020
148;132;116;2020
154;124;109;2020
140;137;165;2020
156;143;155;2020
130;126;109;2020
107;0;0;2020
154;163;151;2020
186;187;159;2020
168;160;151;2020
145;132;0;2020
107;110;123;2020
131;157;123;2020
147;167;157;2020
171;198;196;2020
141;143;132;2020
119;0;100;2020
181;176;168;2020
163;168;143;2020
107;129;126;2020
121;126;113;2020
168;170;162;2020
142;110;106;2020
159;176;162;2020
101;110;116;2020
100;0;0;2020
149;145;147;2020
138;117;100;2020
180;163;162;2020
179;174;123;2020
101;0;0;2020
149;143;0;2020
164;134;120;2020
168;183;147;2020
110;157;160;2020
163;179;145;2020
106;0;106;2020
169;196;164;2020
158;158;147;2020
163;173;149;2020
173;132;138;2020
101;110;0;2020
168;171;143;2020
165;177;138;2020
133;158;135;2020
163;174;173;2020
138;100;100;2020
153;134;123;2020
144;151;145;2020
113;114;113;2020
122;162;143;2020
141;153;147;2020
124;110;103;2020
130;117;120;2020
152;134;138;2020
128;114;103;2020
179;171;167;2020
192;189;176;2020
138;124;120;2020
156;132;120;2020
148;174;120;2020
162;180;160;2020
0;0;0;2020
142;132;129;2020
113;153;113;2020
149;176;151;2020
125;143;116;2020
140;134;123;2020
181;176;167;2020
176;165;157;2020
100;0;123;2020
194;195;198;2020
106;0;0;2020
116;0;100;2020
159;170;151;2020
194;185;183;2020
165;182;165;2020
108;0;0;2020
180;173;149;2020
0;0;100;2020
128;117;116;2020
114;132;129;2020
128;132;138;2020
154;141;113;2020
163;171;176;2020
160;121;132;2020
164;171;129;2020
150;165;159;2020
134;124;100;2020
101;132;100;2020
174;180;170;2020
125;132;116;2020
172;137;0;2020
116;0;0;2020
128;110;0;2020
130;163;143;2020
189;176;192;2020
130;110;103;2020
144;171;164;2020
127;160;126;2020
191;187;181;2020
156;153;149;2020
130;134;116;2020
106;121;106;2020
171;149;113;2020
128;155;135;2020
150;107;109;2020
0;100;109;2020
180;194;192;2020
137;153;132;2020
133;129;153;2020
122;0;0;2020
149;160;140;2020
163;179;147;2020
189;197;185;2020
135;121;129;2020
152;141;0;2020
158;174;165;2020
130;145;132;2020
128;110;106;2020
107;117;103;2020
114;0;103;2020
154;139;140;2020
130;141;153;2020
0;0;116;2020
170;170;164;2020
180;149;147;2020
173;141;129;2020
121;137;113;2020
152;168;135;2020
133;132;132;2020
118;100;109;2020
133;143;129;2020
159;137;132;2020
190;187;147;2020
128;103;116;2020
162;170;151;2020
113;117;129;2020
164;145;151;2020
0;0;103;2020
118;151;145;2020
162;182;171;2020
153;165;132;2020
116;110;103;2020
171;143;132;2020
141;100;123;2020
0;103;0;2020
183;187;159;2020
177;194;173;2020
141;121;129;2020
103;100;113;2020
128;114;116;2020
133;137;103;2020
149;168;147;2020
138;139;123;2020
125;160;135;2020
168;190;173;2020
149;117;116;2020
118;145;113;2020
122;0;0;2020
183;157;140;2020
191;192;193;2020
125;132;143;2020
137;157;143;2020
154;163;149;2020
172;158;138;2020
118;110;100;2020
130;129;103;2020
108;121;109;2020
100;0;106;2020
156;157;164;2020
172;155;147;2020
140;145;145;2020
147;158;151;2020
116;114;113;2020
147;141;123;2020
180;189;184;2020
182;179;180;2020
0;0;0;2020
169;165;167;2020
180;157;135;2020
148;143;138;2020
116;0;126;2020
116;103;106;2020
128;110;106;2020
103;103;109;2020
172;143;109;2020
158;143;129;2020
157;171;170;2020
0;0;106;2020
154;139;140;2020
119;121;116;2020
133;121;151;2020
101;107;106;2020
118;124;129;2020
179;189;179;2020
113;114;106;2020
162;139;129;2020
116;0;103;2020
189;191;196;2020
101;0;103;2020
142;145;147;2020
131;129;140;2020
101;110;113;2020
163;177;170;2020
162;141;123;2020
121;0;0;2020
111;0;129;2020
152;163;145;2020
134;124;116;2020
188;160;157;2020
116;126;129;2020
177;170;151;2020
144;179;120;2020
141;121;109;2020
103;0;120;2020
193;200;196;2020
142;110;132;2020
150;139;120;2020
134;129;145;2020
125;145;116;2020
122;121;123;2020
138;155;147;2020
170;158;155;2020
157;137;138;2020
114;103;116;2020
0;110;120;2020
164;180;135;2020
195;180;181;2020
142;143;143;2020
150;176;116;2020
153;124;113;2020
140;124;0;2020
101;107;132;2020
166;176;155;2020
124;107;120;2020
145;187;160;2020
156;192;160;2020
144;177;155;2020
153;186;179;2020
192;189;185;2020
190;160;151;2020
0;117;113;2020
154;158;159;2020
157;114;129;2020
144;124;106;2020
122;110;126;2020
154;162;116;2020
174;129;103;2020
100;103;106;2020
150;153;151;2020
127;187;176;2020
134;134;153;2020
100;103;100;2020
157;173;159;2020
152;182;153;2020
160;153;140;2020
173;139;149;2020
177;177;151;2020
100;110;113;2020
157;165;155;2020
163;165;153;2020
179;187;167;2020
119;121;129;2020
114;110;106;2020
137;151;126;2020
128;139;138;2020
192;185;186;2020
152;157;160;2020
189;160;159;2020
180;187;180;2020
164;165;135;2020
152;158;143;2020
140;179;179;2020
145;155;157;2020
165;103;116;2020
106;124;100;2020
128;168;135;2020
153;162;145;2020
164;179;151;2020
145;167;143;2020
0;0;0;2020
185;194;194;2020
142;183;155;2020
134;114;113;2020
110;103;106;2020
124;114;126;2020
144;103;106;2020
118;103;109;2020
121;141;109;2020
0;0;0;2020
162;162;165;2020
192;195;192;2020
156;185;174;2020
162;179;159;2020
162;162;151;2020
148;185;176;2020
0;0;0;2020
159;165;155;2020
164;158;147;2020
159;171;138;2020
190;192;180;2020
171;179;143;2020
108;0;103;2020
0;100;0;2020
159;185;167;2020
145;100;120;2020
183;160;164;2020
142;186;176;2020
168;177;167;2020
144;183;168;2020
158;158;160;2020
110;107;103;2020
135;129;100;2020
162;145;140;2020
116;0;123;2020
113;121;129;2020
177;129;120;2020
111;107;109;2020
196;187;192;2020
157;147;140;2020
169;194;179;2020
173;149;149;2020
125;126;123;2020
186;195;189;2020
100;107;0;2020
166;158;143;2020
135;107;113;2020
169;182;171;2020
195;194;195;2020
170;180;170;2020
163;183;164;2020
159;177;138;2020
0;100;106;2020
122;107;123;2020
150;160;149;2020
144;137;129;2020
133;160;126;2020
137;157;126;2020
182;162;143;2020
147;107;113;2020
182;190;188;2020
119;110;100;2020
145;143;126;2020
158;194;177;2020
145;157;123;2020
181;174;164;2020
158;182;147;2020
147;129;113;2020
166;174;157;2020
149;155;126;2020
121;124;135;2020
184;198;200;2020
185;190;180;2020
113;0;103;2020
168;149;162;2020
133;126;0;2020
185;186;183;2020
191;167;179;2020
116;132;126;2020
100;0;113;2020
154;163;149;2020
150;168;135;2020
135;0;113;2020
133;173;145;2020
174;177;168;2020
137;149;149;2020
171;165;155;2020
127;143;106;2020
189;186;160;2020
0;110;100;2020
160;137;143;2020
148;151;149;2020
141;157;126;2020
135;129;116;2020
178;185;165;2020
103;103;103;2020
128;145;120;2020
0;0;113;2020
154;176;160;2020
196;191;185;2020
0;0;106;2020
164;163;132;2020
145;114;120;2020
180;198;190;2020
154;143;147;2020
168;129;132;2020
137;163;165;2020
176;198;185;2020
189;195;192;2020
166;179;113;2020
122;110;126;2020
116;110;0;2020
176;180;160;2020
171;151;135;2020
188;195;185;2020
157;163;145;2020
160;114;126;2020
159;180;149;2020
195;195;186;2020
138;132;132;2020
107;132;140;2020
144;126;143;2020
110;0;116;2020
127;110;120;2020
148;139;143;2020
142;117;113;2020
160;165;132;2020
137;126;126;2020
135;167;160;2020
150;177;116;2020
0;110;106;2020
0;0;0;2020
101;0;106;2020
192;190;180;2020
168;194;159;2020
104;124;126;2020
0;0;116;2020
142;157;138;2020
169;162;143;2020
118;132;0;2020
159;117;106;2020
165;187;170;2020
141;107;123;2020
152;160;140;2020
107;117;120;2020
0;110;109;2020
172;185;186;2020
171;151;155;2020
0;114;116;2020
140;121;106;2020
185;191;151;2020
170;177;174;2020
0;100;0;2020
169;187;173;2020
104;0;0;2020
170;191;183;2020
149;168;147;2020
158;139;140;2020
130;114;138;2020
125;139;120;2020
147;143;100;2020
0;0;0;2020
154;134;167;2020
147;158;109;2020
186;200;195;2020
174;187;149;2020
111;100;116;2020
119;110;113;2020
124;132;109;2020
133;121;126;2020
0;0;0;2020
127;132;138;2020
152;141;155;2020
133;100;123;2020
128;110;113;2020
134;143;120;2020
171;186;159;2020
149;124;103;2020
147;155;155;2020
140;145;135;2020
124;110;116;2020
141;163;149;2020
150;155;132;2020
106;100;106;2020
162;194;168;2020
168;183;165;2020
125;126;113;2020
158;143;132;2020
103;103;120;2020
124;134;103;2020
144;107;106;2020
162;158;162;2020
138;126;129;2020
0;0;109;2020
100;107;113;2020
164;114;0;2020
186;179;145;2020
162;179;138;2020
188;185;176;2020
152;121;138;2020
0;100;109;2020
147;132;132;2020
169;176;167;2020
141;141;143;2020
170;153;0;2020
133;139;113;2020
116;0;123;2020
169;158;129;2020
107;121;103;2020
190;183;160;2020
185;189;165;2020
118;162;149;2020
133;129;103;2020
131;100;120;2020
128;139;116;2020
173;160;109;2020
182;167;176;2020
121;171;151;2020
0;124;106;2020
153;145;109;2020
142;139;116;2020
163;183;188;2020
125;126;109;2020
142;149;135;2020
114;117;106;2020
127;137;113;2020
148;121;143;2020
124;114;103;2020
130;0;109;2020
0;107;109;2020
